symbol,event_id,asset,launch_ts,announcement_ts,announcement_body_present,body_trading_time_present,onboardDate_present,pending_trading_ts_present,trading_ts_present,first_orderbook_ts_present,first_trade_ts_present,first_mark_ts_present,first_index_ts_present,first_oi_ts_present,l2_t0_t6h_present,trades_t0_t6h_present,funding_present,spot_existed_before,other_venue_existed_before,actual_fee_present,capacity_present,coverage_score,coverage_score_after_free,coverage_score_after_free_and_key,bucket,bucket_after_free,missing_p0_fields,missing_p1_fields,backfill_source,action,vision_available,vision_missing,other_venue_first,launch_year
FLOCKUSDT,4a229f7de4c92b2cf15eae11,FLOCK,2025-09-09T06:48:00+00:00,2025-09-09T05:28:37.523000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2025-01-09T08:00,2025
XPINUSDT,1e02599c7e7dff4bc7bae2db,XPIN,2025-09-12T08:00:00+00:00,2025-09-12T06:50:54.421000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
TOSHIUSDT,7e52b13d33a0a106da32a993,TOSHI,2025-09-17T05:30:00+00:00,2025-09-17T03:44:48.953000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:listing@2025-01-07T05:54,2025
0GUSDT,85a8379a95e4b088606b6ca3,0G,2025-09-17T15:45:00+00:00,2025-09-17T15:30:35.501000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2025
ASTERUSDT,354d589ae37b402ecc4e73f7,ASTER,2025-09-19T12:00:00+00:00,2025-09-19T10:57:55.276000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2025-09-19T07:54,2025
FLUIDUSDT,c0f0baa61eef4a5603702a44,FLUID,2025-09-24T10:15:00+00:00,2025-09-24T09:25:25.637000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:listing@2024-12-17T14:40,2025
AKEUSDT,ccb44efc1570ecea59ac4e78,AKE,2025-09-26T12:30:00+00:00,2025-09-26T09:46:35.519000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
4USDT,b5f18715adc950cb700816f1,4USDT,2025-10-08T11:30:00+00:00,2025-10-08T10:01:16.881000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
GIGGLEUSDT,c08091058dd948d22d55c054,GIGGLE,2025-10-09T09:45:00+00:00,2025-10-09T08:23:03.522000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
MONUSDT,0dc977ad3cfa07b0ca5cb79a,MON,2025-10-10T07:17:00+00:00,2025-10-10T06:45:01.747000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,bybit:listing@2024-05-24T10:00,2025
YBUSDT,fc7c14a24b9efda762f5ebe6,YB,2025-10-10T14:45:00+00:00,2025-10-10T14:30:09.813000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2025
METUSDT,373ad2eaf2fe234af0752a45,MET,2025-10-11T12:30:00+00:00,2025-10-11T12:02:13.382000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,bybit:futures_listing@2025-10-10T10:02,2025
LABUSDT,cd6794154b527f204b81a81c,LAB,2025-10-17T14:30:00+00:00,2025-10-17T12:58:48.360000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
ATUSDT,a1d2ccd3fc62843b613f65d4,AT,2025-10-29T11:30:00+00:00,2025-10-29T09:36:15.831000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
KITEUSDT,836da07cfc7720b44b314d9b,KITE,2025-10-29T10:30:00+00:00,2025-10-29T10:14:28.323000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2025
CCUSDT,8943396b63414fd5204926ea,CC,2025-10-31T12:00:00+00:00,2025-10-31T11:45:03.896000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2025
STABLEUSDT,ff2c05cb1e517e68b481697b,STABLE,2025-11-06T12:00:00+00:00,2025-11-06T11:44:34.151000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2025
CLANKERUSDT,28bdb9c69e08176d20be77eb,CLANKER,2025-11-12T12:00:00+00:00,2025-11-12T10:15:39.520000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2025-04-28T10:50,2025
SENTUSDT,02db53cfca1b429e8af53a04,SENT,2025-11-14T12:45:00+00:00,2025-11-14T12:30:09.013000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2025
BOBUSDT,362be738f0907a9bd73fb3ac,BOB,2025-11-21T10:45:00+00:00,2025-11-21T09:28:51.171000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:listing@2023-05-12T09:20,2025
IRYSUSDT,16eae9c262c564b7f77e1c46,IRYS,2025-11-26T16:00:00+00:00,2025-11-26T14:43:56.086000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
RLSUSDT,1450c463b79e24c601a172ff,RLS,2025-12-02T10:00:00+00:00,2025-12-02T08:43:20.303000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
POWERUSDT,c9fd590ebdf9b49aef7a4c3c,POWER,2025-12-06T09:00:00+00:00,2025-12-06T07:40:14.266000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
WETUSDT,a24c655fa10e4404e78232ae,WET,2025-12-10T07:00:00+00:00,2025-12-10T05:45:14.302000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2025-12-04T11:05,2025
NIGHTUSDT,b6bf7597d3931b0f488abc54,NIGHT,2025-12-10T11:00:00+00:00,2025-12-10T09:44:29.769000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2025-12-09T11:12,2025
USUSDT,3277a7bb4fc7bf6a8a7c77f4,US,2025-12-12T10:45:00+00:00,2025-12-12T09:17:28.292000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
RAVEUSDT,41ae58dd0b0e0e0417f6e585,RAVE,2025-12-14T15:30:00+00:00,2025-12-14T14:18:09.439000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
GUAUSDT,d36f75c5038388444182fb27,GUA,2025-12-21T10:15:00+00:00,2025-12-21T08:33:27.340000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
LITUSDT,0c7145de6321e6291d22c352,LIT,2025-12-23T17:30:00+00:00,2025-12-23T13:53:35.803000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2025
BREVUSDT,3be3d929d343489f969e5605,BREV,2025-12-30T10:45:00+00:00,2025-12-30T10:30:09.767000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2025
COLLECTUSDT,b10b4d2e924f842ca4c3d42f,COLLECT,2025-12-31T13:15:00+00:00,2025-12-31T11:45:10.384000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2025
XAGUSDT,518fadb11e8948d1644b8898,XAG,2026-01-07T10:00:00+00:00,2026-01-07T07:00:49.961000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
ZAMAUSDT,763c46556515bd213eeffec5,ZAMA,2026-01-09T09:00:00+00:00,2026-01-09T08:41:58.055000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2026
FOGOUSDT,701f9793a5920437c54aab4c,FOGO,2026-01-10T14:00:00+00:00,2026-01-10T13:42:18.059000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2026
SPORTFUNUSDT,1e56bc144c18fcd108d7e157,SPORTFUN,2026-01-16T13:45:00+00:00,2026-01-16T12:17:58.954000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
AIAUSDT,3e941568d54f2776e7028bbd,AIA,2026-01-20T11:15:00+00:00,2026-01-20T10:26:30.062000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2025-09-18T10:14,2026
ACUUSDT,5abc76df6e2d2a1b0c63b0a0,ACU,2026-01-21T12:45:00+00:00,2026-01-21T11:17:15.066000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
ELSAUSDT,5ee5dcd51b181f0ba234947b,ELSA,2026-01-22T07:25:00+00:00,2026-01-22T06:47:09.007000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
SKRUSDT,ee0ff8e2e0adb92d34d183f6,SKR,2026-01-22T10:45:00+00:00,2026-01-22T09:14:34.832000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2026-01-20T10:33,2026
SPACEUSDT,2df79d1ad5aba75fcb77f422,SPACE,2026-01-23T11:45:00+00:00,2026-01-23T10:16:02.322000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
BIRBUSDT,aeb53715c4b9a92a0aaee948,BIRB,2026-01-29T05:15:00+00:00,2026-01-29T03:29:48.656000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:listing@2026-01-28T04:09,2026
XPTUSDT,c5dff8660134fc9e4ef8fb2d,XPT,2026-01-30T10:00:00+00:00,2026-01-30T05:16:09.670000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,,2026
MEGAUSDT,62ac4b9ad3859d53823e2e50,MEGA,2026-01-30T12:15:00+00:00,2026-01-30T10:35:59.414000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,bybit:futures_listing@2025-10-23T11:50,2026
INXUSDT,8ff1068f61ea68e265c0dc5d,INX,2026-01-30T19:04:00+00:00,2026-01-30T17:33:17.965000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,okx:listing@2023-03-03T07:22,2026
TRIAUSDT,8580bf0f45e76926710e6d66,TRIA,2026-02-06T12:15:00+00:00,2026-02-06T10:17:30.892000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,92,95,unusable,clean,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present,free,collect,aggTrades;bookDepth;markPriceKlines;indexPriceKlines;premiumIndexKlines;metrics;fundingRate,,bybit:futures_listing@2026-02-05T10:28,2026
ESPUSDT,39e53c142c32db3562f9c32a,ESP,2026-02-10T08:10:00+00:00,2026-02-10T08:00:18.198000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2026
AZTECUSDT,f3a8cfdbd0cf490022078019,AZTEC,2026-02-11T04:29:00+00:00,2026-02-11T04:13:59.091000+00:00,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,20,82,85,unusable,near_usable,first_trade_ts_present;first_mark_ts_present;first_index_ts_present;trades_t0_t6h_present;body_trading_time_present,first_orderbook_ts_present;first_oi_ts_present;funding_present;l2_t0_t6h_present;actual_fee_present;capacity_present;other_venue_existed_before,free,collect,aggTrades;bookDepth;markPriceKlines;premiumIndexKlines;metrics;fundingRate,indexPriceKlines,,2026
